Ride_ID,Tourist_Place,City,State,Ride_Type,Vehicle_Category,Vehicle_Model,Seating_Capacity,Price,Currency,Booking_Type,Duration_Hours,Distance_Covered_km,Hotel_Pickup,Hotel_Drop,Pickup_Location_Type,Drop_Location_Type,Extra_Km_Charge,Extra_Hour_Charge,Fuel_Included,Driver_Included,Driver_Rating,Ride_Rating,Availability,Estimated_Arrival,Cancellation,Amenities,Driver_Languages,Verified,Charging_Port,Music_System,WiFi,Child_Seat
RB00282,Pushkar Lake,Pushkar,Rajasthan,Bike,Economy,Hero Splendor Plus,2,1040,INR,Round Trip,4.6,12.8,Yes,No,Airport,Hotel,10,175,Yes,No,4.1,4.6,Available in 20 mins,8 mins,Free cancellation up to 6 hours before pickup,Sanitized Vehicle,N/A,Yes,No,No,No,No
RB00283,Ajmer Sharif Dargah,Ajmer,Rajasthan,Tempo Traveller,Premium,Force Tempo Traveller 17-Seater (AC),17,10065,INR,Round Trip,3.6,35.9,No,Yes,Anywhere in City,Hotel,19.5,280,Yes,Yes,4.7,3.9,Scheduled Only,12 mins,Free cancellation up to 1 hour before pickup,"Umbrella, Bottled Water",English,Yes,Yes,No,No,No
RB00284,Ajmer Sharif Dargah,Ajmer,Rajasthan,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,7805,INR,Round Trip,2,42.6,No,No,Anywhere in City,Airport,25.8,170,Yes,Yes,4.1,5,Available in 20 mins,20 mins,Free cancellation up to 6 hours before pickup,"Sanitized Vehicle, First Aid Kit","Hindi, English",No,Yes,Yes,No,No
RB00285,Ajmer Sharif Dargah,Ajmer,Rajasthan,Auto,Economy,Piaggio Ape Auto,3,4825,INR,Full Day Rental,8,138.4,No,Yes,Airport,Hotel,9.2,340,Yes,Yes,4.6,3.9,Available in 20 mins,18 mins,Free cancellation up to 1 hour before pickup,Sanitized Vehicle,Regional Language,Yes,No,No,No,No
RB00286,Ajmer Sharif Dargah,Ajmer,Rajasthan,SUV,Economy,Mahindra Bolero,7,3680,INR,Round Trip,3.6,34.2,No,No,Anywhere in City,Hotel,18.3,335,Yes,Yes,4.6,3.4,Available in 10 mins,16 mins,Free cancellation up to 1 hour before pickup,"Sanitized Vehicle, First Aid Kit","Hindi, English, Regional Language",Yes,No,Yes,No,No
RB00287,Mehrangarh Fort,Jodhpur,Rajasthan,Jeep,Premium,Mahindra Scorpio-N,5,11330,INR,Full Day Rental,10,136.9,No,Yes,Anywhere in City,Hotel,11.1,245,Yes,Yes,4.6,4.1,Scheduled Only,24 mins,Free cancellation up to 1 hour before pickup,First Aid Kit,English,Yes,Yes,Yes,No,No
RB00288,Mehrangarh Fort,Jodhpur,Rajasthan,Auto,Economy,Bajaj RE Compact Auto,3,660,INR,Round Trip,2.4,6.2,No,Yes,Hotel,Tourist Place,8.5,250,Yes,Yes,4.2,4.7,Scheduled Only,3 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, First Aid Kit",Hindi,Yes,No,Yes,No,No
RB00289,Mehrangarh Fort,Jodhpur,Rajasthan,Jeep,Economy,Mahindra Thar (Base),4,2250,INR,One Way,1.1,26,Yes,Yes,Hotel,Airport,9.7,160,Yes,Yes,3.9,3,Available in 20 mins,6 mins,Non-refundable,"Umbrella, Bottled Water",English,Yes,Yes,Yes,No,No
RB00290,Chittorgarh Fort,Chittorgarh,Rajasthan,Jeep,Economy,Force Gurkha,4,3595,INR,Round Trip,2,5.2,No,Yes,Airport,Hotel,8.3,90,Yes,Yes,3.7,3.4,Available Now,27 mins,Free cancellation up to 24 hours before pickup,Sanitized Vehicle,Hindi,No,Yes,Yes,No,No
RB00291,Chittorgarh Fort,Chittorgarh,Rajasthan,Auto,Luxury,TVS King Deluxe Auto,3,1135,INR,Round Trip,2.9,8.1,No,Yes,Anywhere in City,Hotel,15.8,100,No,Yes,4.2,4.8,Scheduled Only,11 mins,Free cancellation up to 6 hours before pickup,"Reading Light, Bottled Water",Hindi,Yes,No,Yes,No,No
RB00292,Chittorgarh Fort,Chittorgarh,Rajasthan,Cab,Luxury,Mercedes-Benz E-Class,4,6830,INR,Round Trip,4.8,44.2,No,Yes,Railway Station,Airport,16.2,170,Yes,Yes,4.3,4.5,Available Now,20 mins,Free cancellation up to 1 hour before pickup,First Aid Kit,Hindi,Yes,No,No,No,No
RB00293,Dilwara Temples,Mount Abu,Rajasthan,Bike,Economy,Bajaj Platina,2,1005,INR,Round Trip,3.5,11.5,No,No,Airport,Tourist Place,13.4,290,Yes,No,4.8,3,Available in 20 mins,12 mins,Free cancellation up to 24 hours before pickup,First Aid Kit,N/A,Yes,No,No,No,No
RB00294,Dilwara Temples,Mount Abu,Rajasthan,SUV,Premium,Mahindra XUV700,7,7585,INR,Full Day Rental,10,64.5,Yes,No,Hotel,Hotel,8.9,350,No,Yes,4,4.7,Available in 10 mins,9 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, Hand Sanitizer","Hindi, English",Yes,No,Yes,No,Yes
RB00295,Dilwara Temples,Mount Abu,Rajasthan,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,9215,INR,Full Day Rental,10,62.2,Yes,No,Anywhere in City,Tourist Place,25.1,280,No,Yes,3.8,4.5,Scheduled Only,29 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, First Aid Kit","Hindi, English, Regional Language",No,Yes,Yes,No,No
RB00296,Junagarh Fort,Bikaner,Rajasthan,Cab,Economy,Hyundai Xcent,4,1805,INR,Round Trip,3.9,26.6,Yes,Yes,Hotel,Airport,20.4,180,Yes,Yes,4.3,3.7,Scheduled Only,11 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, Hand Sanitizer","Hindi, English",Yes,No,No,No,Yes
RB00297,Junagarh Fort,Bikaner,Rajasthan,Auto,Premium,Mahindra Treo Auto,3,4435,INR,Full Day Rental,12,78.3,No,No,Airport,Hotel,16.1,330,Yes,Yes,3.8,4.3,Available in 20 mins,21 mins,Non-refundable,Sanitized Vehicle,Regional Language,Yes,No,Yes,No,No
RB00298,Junagarh Fort,Bikaner,Rajasthan,SUV,Economy,Maruti Suzuki Ertiga,7,7445,INR,Full Day Rental,10,118.3,Yes,No,Airport,Tourist Place,12.3,160,No,Yes,4.3,4.5,Available Now,5 mins,Free cancellation up to 6 hours before pickup,"Umbrella, Bottled Water",English,Yes,Yes,Yes,No,No
RB00299,Amber Fort,Jaipur,Rajasthan,Cab,Economy,Maruti Suzuki Dzire,4,4950,INR,Full Day Rental,10,86,No,Yes,Airport,Hotel,16.3,215,Yes,Yes,4.1,3.1,Available in 10 mins,27 mins,Free cancellation up to 24 hours before pickup,"Bottled Water, First Aid Kit","Hindi, English",Yes,Yes,No,No,Yes
RB00300,Amber Fort,Jaipur,Rajasthan,Auto,Economy,Bajaj RE Compact Auto,3,545,INR,Round Trip,2.1,5.7,Yes,Yes,Railway Station,Hotel,19.3,295,Yes,Yes,4.8,4.2,Available in 20 mins,17 mins,Non-refundable,"Umbrella, Bottled Water","Hindi, English, Regional Language",Yes,No,Yes,No,No
RB00301,Amber Fort,Jaipur,Rajasthan,Bike,Luxury,Harley-Davidson X440,2,2925,INR,Round Trip,5.9,28.7,No,Yes,Hotel,Airport,10.1,225,No,No,4.3,4.3,Scheduled Only,18 mins,Non-refundable,First Aid Kit,N/A,Yes,No,No,No,No
RB00302,Amber Fort,Jaipur,Rajasthan,Bike,Economy,Hero Splendor Plus,2,3645,INR,Full Day Rental,10,75.8,Yes,No,Anywhere in City,Tourist Place,24.8,310,No,No,4,4.7,Available Now,27 mins,Free cancellation up to 6 hours before pickup,Bottled Water,N/A,Yes,No,No,No,No
RB00303,Jaigarh Fort,Jaipur,Rajasthan,Jeep,Premium,Mahindra Scorpio-N,5,3120,INR,One Way,2.9,40.6,Yes,Yes,Hotel,Tourist Place,24.9,90,No,Yes,4.3,3.4,Available in 20 mins,23 mins,Non-refundable,"Bottled Water, Hand Sanitizer",English,Yes,No,Yes,No,No
RB00304,Jaigarh Fort,Jaipur,Rajasthan,Auto,Premium,Mahindra Treo Auto,3,5425,INR,Full Day Rental,12,121.7,No,Yes,Airport,Tourist Place,10,105,Yes,Yes,4.9,4.9,Available Now,13 mins,Free cancellation up to 24 hours before pickup,"Umbrella, Bottled Water","Hindi, English",Yes,No,Yes,No,No
RB00305,Jaigarh Fort,Jaipur,Rajasthan,Tempo Traveller,Premium,Force Tempo Traveller 17-Seater (AC),17,10110,INR,Round Trip,3.3,44.2,Yes,Yes,Anywhere in City,Hotel,25.8,205,Yes,Yes,3.9,4.4,Available in 10 mins,21 mins,50% refund if cancelled within 6 hours of pickup,Sanitized Vehicle,Hindi,No,Yes,Yes,No,No
RB00306,Lake Pichola,Udaipur,Rajasthan,Cab,Premium,Honda City,4,2325,INR,Round Trip,5.9,15.2,Yes,Yes,Hotel,Hotel,22.6,275,Yes,Yes,4.1,5,Available Now,14 mins,50% refund if cancelled within 6 hours of pickup,"Sanitized Vehicle, First Aid Kit","Hindi, English",No,No,No,No,No
RB00307,Lake Pichola,Udaipur,Rajasthan,Tempo Traveller,Premium,Force Tempo Traveller 17-Seater (AC),17,5690,INR,One Way,2.4,8.5,No,No,Airport,Airport,17.8,270,Yes,Yes,4.1,3.4,Available Now,13 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, Hand Sanitizer",English,Yes,Yes,No,No,No
RB00308,Lake Pichola,Udaipur,Rajasthan,Bike,Economy,Bajaj Platina,2,710,INR,One Way,0.8,42.7,Yes,No,Airport,Hotel,10,185,Yes,No,4.7,5,Available Now,26 mins,Non-refundable,"Sanitized Vehicle, First Aid Kit",N/A,Yes,No,No,No,No
RB00309,Golden Temple (Harmandir Sahib),Amritsar,Punjab,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,4030,INR,One Way,2.1,8.1,No,No,Hotel,Airport,18.6,210,Yes,Yes,4.5,3.7,Available Now,7 mins,Non-refundable,Bottled Water,"Hindi, English",Yes,Yes,Yes,No,No
RB00310,Golden Temple (Harmandir Sahib),Amritsar,Punjab,Jeep,Economy,Mahindra Thar (Base),4,1925,INR,One Way,2.7,43.6,No,No,Hotel,Hotel,10.2,135,Yes,Yes,4.8,3.2,Available Now,18 mins,50% refund if cancelled within 6 hours of pickup,"Umbrella, Bottled Water","Hindi, English, Regional Language",Yes,Yes,No,No,No
RB00311,Golden Temple (Harmandir Sahib),Amritsar,Punjab,SUV,Luxury,Land Rover Discovery Sport,7,8950,INR,Round Trip,3.8,30.7,No,Yes,Hotel,Airport,21.9,145,Yes,Yes,4.8,4.2,Available in 10 mins,20 mins,50% refund if cancelled within 6 hours of pickup,"Bottled Water, First Aid Kit",English,Yes,No,Yes,No,Yes
RB00312,Jallianwala Bagh,Amritsar,Punjab,Auto,Luxury,TVS King Deluxe Auto,3,3795,INR,Full Day Rental,8,55.8,Yes,No,Airport,Tourist Place,22,165,No,Yes,5,3.2,Available Now,19 mins,Free cancellation up to 1 hour before pickup,None,"Hindi, English",Yes,No,Yes,No,No
RB00313,Jallianwala Bagh,Amritsar,Punjab,SUV,Premium,Toyota Innova Crysta,7,2755,INR,One Way,0.7,14.5,Yes,Yes,Railway Station,Airport,22,210,Yes,Yes,4.8,3.5,Available Now,30 mins,Free cancellation up to 1 hour before pickup,Sanitized Vehicle,Regional Language,Yes,No,Yes,No,No
RB00314,Jallianwala Bagh,Amritsar,Punjab,Jeep,Premium,Mahindra Scorpio-N,5,3170,INR,One Way,2.3,31.8,No,Yes,Railway Station,Airport,21.2,265,Yes,Yes,4.3,4.6,Available Now,11 mins,50% refund if cancelled within 6 hours of pickup,"Sanitized Vehicle, First Aid Kit","Hindi, English, Regional Language",Yes,No,No,No,No
RB00315,Jallianwala Bagh,Amritsar,Punjab,Auto,Premium,Bajaj RE Electric Auto,3,700,INR,One Way,2.9,33.7,No,Yes,Anywhere in City,Airport,16.6,275,Yes,Yes,5,4.4,Scheduled Only,2 mins,Free cancellation up to 6 hours before pickup,First Aid Kit,Hindi,Yes,No,Yes,No,No
RB00316,Wagah Border,Amritsar,Punjab,Bike,Premium,Bajaj Dominar 400,2,5180,INR,Full Day Rental,12,107,Yes,Yes,Hotel,Tourist Place,22.3,220,No,No,4.2,3.7,Available in 10 mins,28 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, Hand Sanitizer",N/A,Yes,No,No,No,No
RB00317,Wagah Border,Amritsar,Punjab,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,10740,INR,Full Day Rental,10,109.4,Yes,No,Anywhere in City,Hotel,22.1,245,Yes,Yes,3.8,3.4,Available in 20 mins,2 mins,Free cancellation up to 1 hour before pickup,"Sanitized Vehicle, First Aid Kit","Hindi, English",Yes,Yes,Yes,No,No
RB00318,Wagah Border,Amritsar,Punjab,SUV,Economy,Chevrolet Tavera,7,2410,INR,Round Trip,3.6,12.5,No,Yes,Anywhere in City,Airport,22.3,125,Yes,Yes,4.2,3.4,Available in 10 mins,11 mins,Free cancellation up to 1 hour before pickup,Sanitized Vehicle,"Hindi, English",Yes,Yes,Yes,No,Yes
RB00319,Wagah Border,Amritsar,Punjab,Cab,Luxury,Toyota Camry,4,6055,INR,Round Trip,4,23.5,No,No,Airport,Hotel,24.3,295,Yes,Yes,3.8,3.5,Available in 20 mins,15 mins,Free cancellation up to 6 hours before pickup,Bottled Water,"Hindi, English",Yes,Yes,Yes,Yes,No
RB00320,Rock Garden,Chandigarh,Chandigarh,Auto,Economy,Bajaj RE Compact Auto,3,1405,INR,Round Trip,3,44.8,Yes,Yes,Airport,Airport,18.7,120,Yes,Yes,4.1,4.9,Scheduled Only,2 mins,Free cancellation up to 6 hours before pickup,First Aid Kit,Hindi,Yes,No,No,No,No
RB00321,Rock Garden,Chandigarh,Chandigarh,Tempo Traveller,Premium,Force Tempo Traveller 17-Seater (AC),17,5530,INR,One Way,1.7,17.1,No,No,Railway Station,Tourist Place,29.2,145,No,Yes,3.8,4.5,Available in 10 mins,11 mins,Non-refundable,"Bottled Water, First Aid Kit","Hindi, English, Regional Language",Yes,Yes,Yes,No,No
RB00322,Rock Garden,Chandigarh,Chandigarh,Bike,Economy,Hero Splendor Plus,2,4190,INR,Full Day Rental,8,100.7,No,Yes,Railway Station,Hotel,17.9,105,Yes,No,3.8,4.6,Available in 10 mins,24 mins,Non-refundable,"Bottled Water, Hand Sanitizer",N/A,Yes,No,No,No,No
RB00323,Rock Garden,Chandigarh,Chandigarh,Auto,Premium,Bajaj RE Electric Auto,3,4585,INR,Full Day Rental,8,119.3,No,No,Anywhere in City,Airport,20.2,325,Yes,Yes,4.9,4.6,Available in 10 mins,21 mins,50% refund if cancelled within 6 hours of pickup,Sanitized Vehicle,Regional Language,Yes,No,Yes,No,No
RB00324,Alappuzha Beach,Alappuzha,Kerala,SUV,Premium,Mahindra XUV700,7,2195,INR,One Way,2.4,10,No,Yes,Airport,Hotel,10.7,140,Yes,Yes,3.8,4,Available Now,10 mins,50% refund if cancelled within 6 hours of pickup,First Aid Kit,Regional Language,No,No,Yes,Yes,Yes
RB00325,Alappuzha Beach,Alappuzha,Kerala,Cab,Economy,Hyundai Xcent,4,990,INR,One Way,2.5,14.4,Yes,Yes,Railway Station,Airport,18.3,180,Yes,Yes,4.5,3.3,Available Now,11 mins,50% refund if cancelled within 6 hours of pickup,Bottled Water,Hindi,Yes,No,Yes,No,No
RB00326,Alappuzha Beach,Alappuzha,Kerala,SUV,Premium,Mahindra XUV700,7,2965,INR,One Way,2.2,33.3,Yes,No,Airport,Tourist Place,12.6,235,No,Yes,2.8,4.5,Scheduled Only,13 mins,Free cancellation up to 24 hours before pickup,"Reading Light, Bottled Water",Hindi,No,Yes,Yes,No,Yes
RB00327,Alappuzha Beach,Alappuzha,Kerala,Cab,Economy,Hyundai Xcent,4,1175,INR,One Way,2.5,40.2,No,Yes,Anywhere in City,Airport,24.5,105,Yes,Yes,4.8,3.2,Scheduled Only,2 mins,Free cancellation up to 1 hour before pickup,Bottled Water,Hindi,Yes,Yes,No,No,Yes
RB00328,Munnar Tea Gardens,Munnar,Kerala,Bike,Economy,Bajaj Platina,2,2660,INR,Full Day Rental,8,49.3,Yes,No,Railway Station,Tourist Place,10.6,95,Yes,No,4.8,4.1,Available Now,18 mins,Non-refundable,Sanitized Vehicle,N/A,Yes,No,No,No,No
RB00329,Munnar Tea Gardens,Munnar,Kerala,Auto,Economy,Bajaj RE Compact Auto,3,1270,INR,Round Trip,2.9,30.5,Yes,No,Airport,Hotel,11.8,340,Yes,Yes,4.2,4.8,Available Now,30 mins,Free cancellation up to 1 hour before pickup,Sanitized Vehicle,English,Yes,No,Yes,No,No
RB00330,Munnar Tea Gardens,Munnar,Kerala,Auto,Economy,Piaggio Ape Auto,3,4515,INR,Full Day Rental,10,129.9,No,No,Hotel,Hotel,22.6,345,No,Yes,4,4.4,Scheduled Only,28 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, Hand Sanitizer","Hindi, English, Regional Language",Yes,No,Yes,No,No
RB00331,Munnar Tea Gardens,Munnar,Kerala,SUV,Economy,Maruti Suzuki Ertiga,7,1710,INR,One Way,1.4,35.2,No,Yes,Airport,Tourist Place,15.1,215,Yes,Yes,4.8,3.2,Scheduled Only,18 mins,Free cancellation up to 6 hours before pickup,First Aid Kit,Hindi,Yes,Yes,Yes,No,No
RB00332,Fort Kochi,Kochi,Kerala,Cab,Luxury,Toyota Camry,4,3805,INR,One Way,1.4,41.3,No,Yes,Anywhere in City,Hotel,11.6,140,No,Yes,4.6,3.8,Available Now,24 mins,Non-refundable,"Umbrella, Bottled Water",Hindi,Yes,No,Yes,Yes,No
RB00333,Fort Kochi,Kochi,Kerala,SUV,Economy,Maruti Suzuki Ertiga,7,1575,INR,One Way,1.9,6.2,Yes,No,Anywhere in City,Tourist Place,20.3,200,Yes,Yes,3.9,4.8,Available Now,21 mins,Free cancellation up to 24 hours before pickup,None,English,Yes,Yes,No,No,No
RB00334,Fort Kochi,Kochi,Kerala,Cab,Luxury,Mercedes-Benz E-Class,4,4810,INR,Round Trip,3.7,32.8,Yes,Yes,Anywhere in City,Airport,9,185,No,Yes,3.5,4.6,Scheduled Only,17 mins,50% refund if cancelled within 6 hours of pickup,"Sanitized Vehicle, First Aid Kit","Hindi, English",No,Yes,No,No,Yes
RB00335,Padmanabhaswamy Temple,Thiruvananthapuram,Kerala,SUV,Premium,Hyundai Creta,7,1845,INR,One Way,0.9,13.1,No,Yes,Airport,Airport,23.8,145,Yes,Yes,3.9,3.1,Available in 20 mins,4 mins,50% refund if cancelled within 6 hours of pickup,Bottled Water,Regional Language,Yes,No,No,No,No
RB00336,Padmanabhaswamy Temple,Thiruvananthapuram,Kerala,Cab,Premium,Honda City,4,2445,INR,Round Trip,5,20.1,No,No,Hotel,Tourist Place,10.7,265,Yes,Yes,4.9,4.8,Available in 10 mins,26 mins,Free cancellation up to 24 hours before pickup,None,"Hindi, English, Regional Language",Yes,No,Yes,No,No
RB00337,Padmanabhaswamy Temple,Thiruvananthapuram,Kerala,Cab,Economy,Maruti Suzuki WagonR,4,1945,INR,Round Trip,4.9,4.7,Yes,Yes,Anywhere in City,Hotel,21.7,120,No,Yes,5,4,Scheduled Only,12 mins,Free cancellation up to 24 hours before pickup,"Bottled Water, First Aid Kit",English,Yes,Yes,Yes,No,No
RB00338,Kozhikode Beach,Kozhikode,Kerala,Auto,Luxury,TVS King Deluxe Auto,3,1475,INR,Round Trip,2.6,30.3,No,No,Anywhere in City,Airport,23.6,115,Yes,Yes,4.1,3.2,Scheduled Only,18 mins,Non-refundable,"Bottled Water, First Aid Kit",Hindi,No,No,Yes,No,No
RB00339,Kozhikode Beach,Kozhikode,Kerala,SUV,Premium,Mahindra XUV700,7,2130,INR,One Way,0.8,9.5,Yes,No,Anywhere in City,Airport,9.6,205,Yes,Yes,3.3,3.4,Available Now,14 mins,Non-refundable,First Aid Kit,"Hindi, English",No,Yes,Yes,No,No
RB00340,Kozhikode Beach,Kozhikode,Kerala,SUV,Economy,Maruti Suzuki Ertiga,7,4700,INR,Full Day Rental,10,57.1,No,Yes,Railway Station,Tourist Place,24.6,140,Yes,Yes,4.7,3.5,Available in 10 mins,4 mins,Free cancellation up to 24 hours before pickup,"Bottled Water, Hand Sanitizer",Regional Language,Yes,Yes,Yes,No,No
RB00341,Wayanad Wildlife Sanctuary,Wayanad,Kerala,Bike,Economy,Hero Splendor Plus,2,785,INR,One Way,1.6,40.6,No,No,Anywhere in City,Airport,19.7,125,Yes,No,4.3,4.1,Available Now,8 mins,Free cancellation up to 1 hour before pickup,Sanitized Vehicle,N/A,Yes,No,No,No,No
RB00342,Wayanad Wildlife Sanctuary,Wayanad,Kerala,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,4015,INR,One Way,1.3,24,Yes,No,Airport,Airport,24,340,Yes,Yes,5,4.4,Available in 10 mins,21 mins,Non-refundable,First Aid Kit,Regional Language,Yes,Yes,Yes,No,No
RB00343,Wayanad Wildlife Sanctuary,Wayanad,Kerala,SUV,Economy,Mahindra Bolero,7,1665,INR,One Way,1.3,15.7,No,No,Anywhere in City,Tourist Place,14,225,Yes,Yes,2.7,3.9,Available in 20 mins,7 mins,Free cancellation up to 6 hours before pickup,Sanitized Vehicle,"Hindi, English, Regional Language",No,Yes,Yes,No,No
RB00344,Periyar National Park,Thekkady,Kerala,Jeep,Premium,Mahindra Thar LX 4x4,5,2925,INR,One Way,2,30.3,Yes,No,Hotel,Airport,12.9,195,Yes,Yes,4.3,4.7,Available Now,13 mins,Non-refundable,"Sanitized Vehicle, First Aid Kit","Hindi, English",Yes,Yes,Yes,Yes,Yes
RB00345,Periyar National Park,Thekkady,Kerala,Cab,Premium,Honda City,4,2875,INR,Round Trip,2.1,4.4,No,No,Airport,Airport,24.9,145,No,Yes,4.6,4.6,Available Now,15 mins,Free cancellation up to 24 hours before pickup,"Sanitized Vehicle, First Aid Kit",English,Yes,Yes,Yes,Yes,Yes
RB00346,Periyar National Park,Thekkady,Kerala,SUV,Premium,Hyundai Creta,7,8260,INR,Full Day Rental,12,140.8,Yes,No,Hotel,Airport,21.1,120,Yes,Yes,5,3.8,Available in 10 mins,16 mins,50% refund if cancelled within 6 hours of pickup,Sanitized Vehicle,English,Yes,No,Yes,Yes,No
RB00347,Periyar National Park,Thekkady,Kerala,Bike,Economy,Hero Splendor Plus,2,600,INR,One Way,2.1,29.4,Yes,Yes,Airport,Tourist Place,12.5,130,Yes,No,2.9,4,Available Now,15 mins,Free cancellation up to 1 hour before pickup,"Reading Light, Bottled Water",N/A,No,No,No,No,No
RB00348,Kumarakom Bird Sanctuary,Kumarakom,Kerala,SUV,Premium,Mahindra XUV700,7,3710,INR,Round Trip,2.7,37,Yes,Yes,Railway Station,Tourist Place,16.2,245,Yes,Yes,4.7,3.4,Available Now,19 mins,Free cancellation up to 1 hour before pickup,None,"Hindi, English, Regional Language",Yes,No,Yes,No,No
RB00349,Kumarakom Bird Sanctuary,Kumarakom,Kerala,Cab,Economy,Maruti Suzuki WagonR,4,1090,INR,One Way,1.7,14.2,No,No,Anywhere in City,Tourist Place,16.7,190,Yes,Yes,4.6,3.6,Scheduled Only,5 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, First Aid Kit",English,Yes,No,No,No,No
RB00350,Kumarakom Bird Sanctuary,Kumarakom,Kerala,Cab,Premium,Skoda Slavia,4,2710,INR,Round Trip,4.3,21,Yes,Yes,Railway Station,Airport,15,245,No,Yes,3.4,3.1,Available in 10 mins,27 mins,50% refund if cancelled within 6 hours of pickup,"Sanitized Vehicle, First Aid Kit",English,No,Yes,Yes,No,No
RB00351,Kumarakom Bird Sanctuary,Kumarakom,Kerala,Auto,Premium,Mahindra Treo Auto,3,730,INR,One Way,2.5,22.5,Yes,Yes,Hotel,Airport,12.7,245,No,Yes,2.6,4.3,Scheduled Only,12 mins,50% refund if cancelled within 6 hours of pickup,First Aid Kit,English,No,No,Yes,No,No
RB00352,Varkala Beach,Varkala,Kerala,Jeep,Economy,Mahindra Thar (Base),4,3110,INR,Round Trip,3.3,10.2,Yes,No,Railway Station,Hotel,22.3,190,No,Yes,2.6,3,Scheduled Only,5 mins,Non-refundable,"Bottled Water, First Aid Kit",Regional Language,No,Yes,Yes,No,Yes
RB00353,Varkala Beach,Varkala,Kerala,Jeep,Economy,Force Gurkha,4,3520,INR,Round Trip,5.9,38.6,Yes,Yes,Hotel,Hotel,10.4,350,No,Yes,4.1,3.4,Available in 20 mins,28 mins,Free cancellation up to 6 hours before pickup,Bottled Water,Hindi,Yes,Yes,No,No,Yes
RB00354,Varkala Beach,Varkala,Kerala,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,6920,INR,Round Trip,5.7,32.3,Yes,No,Anywhere in City,Airport,17.4,220,Yes,Yes,5,4.5,Scheduled Only,9 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, First Aid Kit",Regional Language,Yes,No,Yes,No,No
RB00355,Bekal Fort,Bekal,Kerala,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,3410,INR,One Way,2.2,11.9,No,Yes,Railway Station,Tourist Place,29.2,255,No,Yes,4,3.8,Scheduled Only,29 mins,Free cancellation up to 6 hours before pickup,None,English,Yes,No,Yes,No,No
RB00356,Bekal Fort,Bekal,Kerala,Jeep,Premium,Mahindra Thar LX 4x4,5,2345,INR,One Way,0.8,22.4,No,Yes,Anywhere in City,Airport,17,175,Yes,Yes,4.2,3.3,Available Now,15 mins,Free cancellation up to 6 hours before pickup,"Umbrella, Bottled Water",Hindi,Yes,Yes,Yes,Yes,No
RB00357,Bekal Fort,Bekal,Kerala,Cab,Economy,Maruti Suzuki Dzire,4,4705,INR,Full Day Rental,12,70.4,Yes,Yes,Airport,Hotel,8.9,90,Yes,Yes,3.9,4.8,Scheduled Only,14 mins,Non-refundable,"Bottled Water, Hand Sanitizer",English,Yes,No,No,No,Yes
RB00358,Kovalam Beach,Kovalam,Kerala,Auto,Premium,Mahindra Treo Auto,3,2710,INR,Full Day Rental,8,40.3,No,Yes,Airport,Tourist Place,19.6,125,Yes,Yes,5,3.9,Available in 20 mins,2 mins,Free cancellation up to 24 hours before pickup,"Bottled Water, First Aid Kit",Hindi,Yes,No,Yes,No,No
RB00359,Kovalam Beach,Kovalam,Kerala,Bike,Luxury,Royal Enfield Himalayan 450,2,2210,INR,Round Trip,3.9,39.7,No,Yes,Airport,Hotel,21.2,105,No,No,4.2,3.5,Scheduled Only,10 mins,50% refund if cancelled within 6 hours of pickup,"Reading Light, Bottled Water",N/A,Yes,No,No,No,No
RB00360,Kovalam Beach,Kovalam,Kerala,Bike,Premium,Bajaj Dominar 400,2,5520,INR,Full Day Rental,12,134.3,Yes,Yes,Anywhere in City,Hotel,19.2,120,Yes,No,5,3.4,Available Now,8 mins,Non-refundable,"Bottled Water, Hand Sanitizer",N/A,Yes,No,No,No,No
RB00361,St. Angelo Fort,Kannur,Kerala,Tempo Traveller,Luxury,Force Urbania Luxury Van,13,14995,INR,Round Trip,3.4,41.2,No,No,Airport,Hotel,26.6,270,No,Yes,4.8,4.9,Available in 20 mins,11 mins,Free cancellation up to 1 hour before pickup,Bottled Water,"Hindi, English",Yes,No,Yes,No,No
RB00362,St. Angelo Fort,Kannur,Kerala,Cab,Economy,Hyundai Xcent,4,795,INR,One Way,0.5,36.6,Yes,No,Railway Station,Hotel,15.3,260,Yes,Yes,4.2,4.6,Available Now,23 mins,Free cancellation up to 6 hours before pickup,Sanitized Vehicle,Hindi,Yes,No,Yes,No,No
